step,Transaction Type ,Amount of Transaction (SGD),Transaction ID ,Beginning Balance ,Ending Balance ,Recipient ID,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
6,PAYMENT,32001.6,C1931730151,10270,0,M1600712390,0,0,0,0
6,PAYMENT,26345.29,C1341781781,147266,120920.71,M18392277,0,0,0,0
6,PAYMENT,994.95,C1823577333,842,0,M1958168955,0,0,0,0
6,PAYMENT,9587.91,C1962297767,5265,0,M814507488,0,0,0,0
6,PAYMENT,14643.37,C1358584120,31898,17254.63,M508047053,0,0,0,0
6,PAYMENT,3354.28,C1488320466,44004,40649.72,M197470785,0,0,0,0
6,PAYMENT,7459.42,C167018904,9906,2446.58,M1444280365,0,0,0,0
6,PAYMENT,236.17,C560565850,32051,31814.83,M64761620,0,0,0,0
6,PAYMENT,435.66,C780764854,29910,29474.34,M1462028250,0,0,0,0
6,PAYMENT,12937.75,C986875962,14413,1475.25,M1477752059,0,0,0,0
6,PAYMENT,831.53,C986326393,109,0,M1268858861,0,0,0,0
6,PAYMENT,10734.12,C1696394747,31449,20714.88,M416427727,0,0,0,0
6,PAYMENT,6133.67,C1943548225,107035,100901.33,M826553984,0,0,0,0
6,PAYMENT,3628.1,C859137638,6013,2384.9,M983073433,0,0,0,0
6,PAYMENT,17993.08,C142147250,16930,0,M404240651,0,0,0,0
6,PAYMENT,21335.25,C424504,50825,29489.75,M2129964267,0,0,0,0
6,PAYMENT,16812.61,C834031849,10220,0,M1749018549,0,0,0,0
6,PAYMENT,3259.72,C1532725040,0,0,M9698116,0,0,0,0
6,PAYMENT,4749.74,C52544167,18407,13657.26,M347377465,0,0,0,0
6,PAYMENT,9696.11,C332527768,13657.26,3961.15,M210204797,0,0,0,0
6,PAYMENT,18007.93,C29271984,4940,0,M826490361,0,0,0,0
6,DEBIT,3649.45,C759826033,15598,11948.55,C134604590,26488.54,30137.99,0,0
6,PAYMENT,7257.38,C448382773,11586,4328.62,M1850630389,0,0,0,0
6,PAYMENT,5348.94,C1179268144,62104,56755.06,M1003412230,0,0,0,0
6,CASH_OUT,6683.95,C1872376613,56755.06,50071.11,C691404076,20171.92,26855.87,0,0
6,PAYMENT,1700.47,C1926148075,47252,45551.53,M1706225206,0,0,0,0
6,PAYMENT,12293.9,C686366573,801,0,M382992974,0,0,0,0
6,PAYMENT,2621.13,C300041864,0,0,M1674824156,0,0,0,0
6,PAYMENT,11342.04,C60924092,0,0,M902894836,0,0,0,0
6,TRANSFER,102506.97,C914674368,14434,0,C1615804266,14472,116978.97,0,0
6,PAYMENT,41853.65,C1273258213,23235,0,M1162780005,0,0,0,0
6,PAYMENT,15584.63,C2013611916,347604,332019.37,M1745328286,0,0,0,0
6,PAYMENT,25224.88,C798259,33252,8027.12,M823672546,0,0,0,0
6,PAYMENT,3875.51,C1676883562,8027.12,4151.61,M937726434,0,0,0,0
6,PAYMENT,11420.91,C1459113115,17450,6029.09,M644323208,0,0,0,0
6,PAYMENT,16418.78,C1558029640,16619,200.22,M1327842480,0,0,0,0
6,PAYMENT,37311.65,C1538086235,39427,2115.35,M1106002545,0,0,0,0
6,CASH_OUT,49350.98,C1890212065,2115.35,0,C1916720513,6712988.42,6760548.76,0,0
6,PAYMENT,10529.72,C357532288,99016,88486.28,M620301055,0,0,0,0
6,PAYMENT,9292.35,C119876571,1609,0,M636094094,0,0,0,0
6,PAYMENT,3392.46,C1289280305,16627,13234.54,M538611367,0,0,0,0
6,TRANSFER,18554.73,C248447628,1018,0,C1955948959,0,18554.73,0,0
6,PAYMENT,8453.39,C2070199213,24224,15770.61,M1911551651,0,0,0,0
6,PAYMENT,8363.92,C91496847,16319,7955.08,M1935247567,0,0,0,0
6,PAYMENT,6931.4,C759098586,168,0,M594169136,0,0,0,0
6,PAYMENT,13992.76,C121010315,10536,0,M949389138,0,0,0,0
6,PAYMENT,11829.72,C1653925030,0,0,M325461513,0,0,0,0
6,PAYMENT,3334.03,C664856270,103243,99908.97,M729827711,0,0,0,0
6,PAYMENT,11621.62,C1861495165,66392,54770.38,M1275071684,0,0,0,0
6,PAYMENT,3101.99,C1815479580,54770.38,51668.4,M1171546708,0,0,0,0
6,PAYMENT,22976.16,C170132562,51668.4,28692.23,M1175347198,0,0,0,0
6,TRANSFER,157635.81,C441236678,15973,0,C1356054329,0,157635.81,0,0
6,PAYMENT,10827.05,C2095885081,19307,8479.95,M1447044674,0,0,0,0
6,TRANSFER,368444.96,C1644524251,125506,0,C295372946,0,314262.63,0,0
6,PAYMENT,32339.19,C491800785,421,0,M75340801,0,0,0,0
6,PAYMENT,18046.34,C1398327546,78685,60638.66,M436399072,0,0,0,0
6,TRANSFER,218698.72,C93011633,28177,0,C769342184,1.26E+07,1.28E+07,0,0
6,PAYMENT,13742.28,C1836984213,0,0,M2020883928,0,0,0,0
6,PAYMENT,11506.17,C1965331677,206846,195339.83,M696664702,0,0,0,0
6,TRANSFER,30521.02,C903383636,30521.02,0,C904300960,0,0,1,0
6,CASH_OUT,30521.02,C1813769162,30521.02,0,C1249547869,0,30521.02,1,0
6,PAYMENT,5976.69,C1028135144,69983,64006.31,M650520717,0,0,0,0
6,PAYMENT,16056.03,C1472044075,64006.31,47950.28,M1682663597,0,0,0,0
6,PAYMENT,12743.43,C423207828,26373,13629.57,M237789822,0,0,0,0
6,PAYMENT,35236.35,C902556500,21026,0,M175825728,0,0,0,0
6,PAYMENT,27595.56,C1586222232,64334.86,36739.3,M861500069,0,0,0,0
6,TRANSFER,412579.72,C1503837905,36739.3,0,C1013700132,649546.31,1391946.72,0,0
6,TRANSFER,113782.9,C77538886,0,0,C1880332929,7738926.52,1.14E+07,0,0
6,TRANSFER,805550.98,C78646617,0,0,C1286084959,2222960.7,3105859.14,0,0
6,TRANSFER,168867.61,C2080672560,0,0,C657736958,5756801.39,5854252.35,0,0
6,TRANSFER,1781452.87,C815593047,0,0,C766681183,1.18E+07,1.34E+07,0,0
6,TRANSFER,1490781.74,C1296845588,0,0,C1870252780,7107646.18,8598427.92,0,0
6,TRANSFER,1595612.93,C1234328865,0,0,C1023714065,2050861.47,3216387.7,0,0
6,TRANSFER,358736.5,C286720552,0,0,C909295153,7033126.3,9197383.11,0,0
6,TRANSFER,626070.45,C1190031379,0,0,C1360767589,3739062.64,5188539.32,0,0
6,TRANSFER,820399.29,C1775601457,0,0,C1255024717,7829762.55,1.08E+07,0,0
6,TRANSFER,488338.66,C846570623,0,0,C1590550415,1.70E+07,1.78E+07,0,0
6,TRANSFER,1168674.62,C458946139,0,0,C1816757085,8209371.5,9563426.09,0,0
6,TRANSFER,934479.64,C771843019,0,0,C1234776885,1136119.9,2315350.49,0,0
6,TRANSFER,258126.09,C1797821749,0,0,C1883840933,1.69E+07,1.73E+07,0,0
6,TRANSFER,98781.87,C1952551539,0,0,C503485607,113718,89435.23,0,0
6,TRANSFER,204302.85,C952457866,0,0,C1013700132,1062126.04,1391946.72,0,0
6,TRANSFER,205253.3,C494893410,0,0,C1883840933,1.71E+07,1.73E+07,0,0
6,TRANSFER,833142.33,C852612805,0,0,C769342184,1.28E+07,1.28E+07,0,0
6,TRANSFER,126085.63,C1247492326,24478,0,C1540270363,0,66099.92,0,0
6,PAYMENT,5799.88,C1482177069,14310,8510.12,M1049295917,0,0,0,0
6,CASH_OUT,248203.85,C47280839,8510.12,0,C1281580764,262374.4,805754.92,0,0
6,CASH_OUT,295176.67,C291436147,0,0,C1281580764,510578.25,805754.92,0,0
6,PAYMENT,19027.76,C147734311,152372,133344.24,M1632424327,0,0,0,0
6,DEBIT,3452.87,C1745014819,11320,7867.13,C1531333864,186120.18,189573.05,0,0
6,CASH_IN,99040.28,C243883582,7867.13,106907.41,C267527788,157769,58728.72,0,0
6,CASH_IN,114981.84,C2001170383,106907.41,221889.25,C423583818,373495.09,94873.55,0,0
6,CASH_IN,300516.87,C1887459401,221889.25,522406.13,C769342184,1.36E+07,1.28E+07,0,0
6,CASH_IN,9005.13,C243076530,522406.13,531411.26,C673068808,9672.67,667.54,0,0
6,CASH_IN,71416.65,C1245825773,531411.26,602827.91,C657736958,5925669,5854252.35,0,0
6,CASH_IN,144858.21,C112524669,602827.91,747686.12,C1255024717,8650161.83,1.08E+07,0,0
6,PAYMENT,31337.01,C1946464242,55466,24128.99,M309476445,0,0,0,0
6,PAYMENT,43920.58,C1453365852,107650,63729.42,M2002705120,0,0,0,0
6,PAYMENT,35758.01,C653557958,206419,170660.99,M627556497,0,0,0,0
6,PAYMENT,17896.02,C2001194011,7919,0,M1993314761,0,0,0,0
6,PAYMENT,8800.31,C1958731110,21772,12971.69,M1875372072,0,0,0,0
6,PAYMENT,552.85,C648660703,12971.69,12418.84,M753027610,0,0,0,0
6,PAYMENT,3952.88,C649913869,15077,11124.12,M1995103322,0,0,0,0
6,PAYMENT,2855.16,C513635174,11124.12,8268.96,M546392117,0,0,0,0
6,PAYMENT,7371.23,C1633439396,11451,4079.77,M1098139353,0,0,0,0
6,PAYMENT,13080.98,C872877010,60237,47156.02,M511524231,0,0,0,0
6,PAYMENT,3799.78,C500656514,47156.02,43356.24,M2121705071,0,0,0,0
6,PAYMENT,2563.99,C1914928104,160969.36,158405.36,M96858414,0,0,0,0
6,CASH_OUT,98177.84,C603456365,158405.36,60227.53,C456172878,172958.83,17168.74,0,0
6,CASH_OUT,18923.09,C1760992419,60227.53,41304.43,C154319946,82399.46,11058.04,0,0
6,PAYMENT,25484.25,C31676014,542944,517459.75,M721783805,0,0,0,0
6,PAYMENT,5998.69,C1208288923,79830,73831.31,M348817596,0,0,0,0
6,PAYMENT,26255.27,C251788397,65848,39592.73,M140301331,0,0,0,0
6,CASH_OUT,142268.91,C1754081885,39592.73,0,C1916720513,6762339.4,6760548.76,0,0
6,PAYMENT,9087.23,C675463320,15846,6758.77,M673231721,0,0,0,0
6,TRANSFER,165969.93,C1186076210,102655,0,C843467284,140243.54,306213.48,0,0
6,PAYMENT,2769.89,C1198265211,7765,4995.11,M2031373582,0,0,0,0
6,PAYMENT,6202.41,C1409422014,40208,34005.59,M39296394,0,0,0,0
6,PAYMENT,13276.84,C621257072,62018,48741.16,M2116089059,0,0,0,0
6,PAYMENT,15770.62,C989044347,11116,0,M83296098,0,0,0,0
6,PAYMENT,1653.29,C476238509,0,0,M1696377390,0,0,0,0
6,PAYMENT,18661.6,C1127932080,0,0,M1887701594,0,0,0,0
6,PAYMENT,15353.55,C2063161693,11645,0,M2050277878,0,0,0,0
6,PAYMENT,6205.29,C1855947104,34204,27998.71,M1050247219,0,0,0,0
6,PAYMENT,14845.9,C236590348,62808,47962.1,M1383947848,0,0,0,0
6,PAYMENT,7569.28,C1081819622,47962.1,40392.82,M848419266,0,0,0,0
6,PAYMENT,24755.75,C1828522217,25058,302.25,M1422562336,0,0,0,0
6,PAYMENT,6574.18,C1319406382,687,0,M1925645553,0,0,0,0
6,CASH_OUT,244750.95,C1996087296,0,0,C1234776885,2070599.54,2315350.49,0,0
6,PAYMENT,14956.56,C1980895595,60268,45311.44,M470092156,0,0,0,0
6,CASH_OUT,185379.97,C1445947009,45311.44,0,C1816757085,9378046.12,9563426.09,0,0
6,CASH_OUT,68264.98,C1869571492,0,0,C2118255842,166742.65,536621.22,0,0
6,CASH_OUT,9536.43,C160479339,0,0,C1822045793,45129.71,54666.14,0,0
6,CASH_OUT,643767.43,C1038753484,0,0,C11003494,1.09E+07,1.19E+07,0,0
6,CASH_OUT,482542.82,C274492574,0,0,C214774813,1.51E+07,1.59E+07,0,0
6,CASH_OUT,54095.79,C67795316,0,0,C1922859107,676346.01,629441.42,0,0
6,CASH_OUT,248408.34,C148232830,0,0,C173783788,320218.78,295284.85,0,0
6,CASH_OUT,18979.27,C1705294294,0,0,C832279283,28941.95,47921.23,0,0
6,CASH_OUT,49996.07,C384766304,0,0,C2118255842,235007.63,536621.22,0,0
6,CASH_OUT,2657.5,C1106840336,0,0,C1997859171,60314.73,62972.23,0,0
6,CASH_OUT,547597.44,C1733902203,0,0,C1721246982,693368.35,1515372.59,0,0
6,CASH_OUT,86520.54,C661868623,0,0,C407757655,138323.94,0,0,0
6,PAYMENT,2642.23,C1232675280,14485.1,11842.88,M1087439460,0,0,0,0
6,PAYMENT,10070.84,C1859997666,11842.88,1772.04,M1402047326,0,0,0,0
6,TRANSFER,248826.61,C1399215965,40526,0,C1254526270,0,215582.32,0,0
6,TRANSFER,182524.92,C460107127,66362,0,C1883788127,0,182524.92,0,0
6,PAYMENT,16791.74,C533353383,417,0,M1088348283,0,0,0,0
6,PAYMENT,5105.25,C568564610,6224.99,1119.74,M1603964380,0,0,0,0
6,PAYMENT,13688.99,C310426339,1119.74,0,M627727856,0,0,0,0
6,PAYMENT,5972.35,C409529684,0,0,M320305128,0,0,0,0
6,PAYMENT,7669.22,C72847563,0,0,M1940248684,0,0,0,0
6,PAYMENT,5791.67,C754485505,0,0,M74974017,0,0,0,0
6,PAYMENT,16600.63,C1016138445,0,0,M1630192523,0,0,0,0
6,PAYMENT,2792.6,C166919726,0,0,M1305777754,0,0,0,0
6,PAYMENT,17555.4,C2032613967,0,0,M1311152251,0,0,0,0
6,PAYMENT,4560.11,C1354439711,0,0,M959718932,0,0,0,0
6,PAYMENT,8016.07,C2038535743,228776,220759.93,M52313140,0,0,0,0
6,PAYMENT,2273.94,C189629356,7975.05,5701.12,M332464215,0,0,0,0
6,PAYMENT,7588.58,C1720994940,5701.12,0,M345584390,0,0,0,0
6,PAYMENT,11758.27,C1940816602,112061,100302.73,M1751574336,0,0,0,0
6,PAYMENT,22688.2,C752202140,426,0,M1896461827,0,0,0,0
6,PAYMENT,2908.53,C1991656106,11628,8719.47,M699787227,0,0,0,0
6,PAYMENT,7897.18,C678296096,9069,1171.82,M342419584,0,0,0,0
6,PAYMENT,22344.15,C1351568309,14143,0,M1443030336,0,0,0,0
6,CASH_IN,318009.92,C301578586,206609,524618.92,C662736689,5153348.66,4766045.33,0,0
6,PAYMENT,5045.02,C1107717901,72566,67520.98,M1753110043,0,0,0,0
6,PAYMENT,27249.21,C697796273,33318,6068.79,M1979242928,0,0,0,0
6,PAYMENT,10421.18,C83340805,160520,150098.82,M505671182,0,0,0,0
6,TRANSFER,50738.94,C185876853,21230,0,C557041912,74745.89,125484.83,0,0
6,PAYMENT,8886.57,C949107966,125255,116368.43,M28064367,0,0,0,0
6,CASH_OUT,148274.34,C16705482,116368.43,0,C1838584624,7958064.39,8245234.16,0,0
6,PAYMENT,641.12,C700973385,39797,39155.88,M1355074,0,0,0,0
6,TRANSFER,252567.83,C1619759213,189,0,C193864812,0,302931.44,0,0
6,PAYMENT,15964.7,C389872385,13962,0,M2115461862,0,0,0,0
6,PAYMENT,9948.64,C1540140763,555,0,M1735935287,0,0,0,0
6,PAYMENT,13679.73,C401366570,21343,7663.27,M1378422371,0,0,0,0
6,PAYMENT,295.78,C1814943883,5948,5652.22,M1238989252,0,0,0,0
6,PAYMENT,8090.16,C1018262491,18869,10778.84,M644950072,0,0,0,0
6,PAYMENT,14996.91,C614090237,598,0,M646909939,0,0,0,0
6,CASH_OUT,44874.82,C295145298,0,0,C40075281,263201.31,308076.14,0,0
6,PAYMENT,1193.31,C1040733616,24674,23480.69,M1212897825,0,0,0,0
6,TRANSFER,1390432.94,C384119884,23480.69,0,C1789550256,2221502.7,3871016.4,0,0
6,TRANSFER,1280020.98,C1000719581,0,0,C1262822392,1.35E+07,1.69E+07,0,0
6,PAYMENT,15088.92,C1207739340,31594,16505.08,M1433690944,0,0,0,0
6,PAYMENT,31984.61,C1779202806,29671,0,M2132465734,0,0,0,0
6,PAYMENT,27241.79,C1566238378,22388,0,M734191650,0,0,0,0
6,PAYMENT,7941.27,C571532390,0,0,M199344266,0,0,0,0
6,PAYMENT,11097.96,C17041642,52937,41839.04,M1031486232,0,0,0,0
6,PAYMENT,9231.25,C409848581,207,0,M487435538,0,0,0,0
6,PAYMENT,26539.83,C1013953793,929194,902654.17,M1487465071,0,0,0,0
6,PAYMENT,1796.01,C778778524,3176,1379.99,M1585347198,0,0,0,0
6,PAYMENT,902.63,C536353549,18936,18033.37,M1859855,0,0,0,0
6,CASH_OUT,260604.69,C2000449863,18033.37,0,C1504109395,1663500.49,2554285.76,0,0
6,PAYMENT,27613.05,C1522292820,31455,3841.95,M96665725,0,0,0,0
6,PAYMENT,8486.59,C1723076051,342733,334246.41,M1922498059,0,0,0,0
6,PAYMENT,20950.16,C1246783221,7678,0,M1468876586,0,0,0,0
6,PAYMENT,8737.34,C294716061,0,0,M1421004802,0,0,0,0
6,PAYMENT,10158.08,C488399791,11513,1354.92,M546685745,0,0,0,0
6,PAYMENT,1942.26,C956934228,1354.92,0,M2071551415,0,0,0,0
6,PAYMENT,19852.81,C92686444,10089,0,M193240998,0,0,0,0
6,PAYMENT,934.87,C2143018378,101,0,M1319019311,0,0,0,0
6,PAYMENT,3043.29,C2045532088,6051,3007.71,M1455066764,0,0,0,0
6,TRANSFER,66165.76,C2001493596,155,0,C2066777507,145254,701369.74,0,0
6,PAYMENT,11730.13,C1290804289,37225,25494.87,M1471857648,0,0,0,0
6,PAYMENT,1988.49,C1442249061,50116,48127.51,M1088287545,0,0,0,0
6,PAYMENT,8375.58,C209972599,15397,7021.42,M220666452,0,0,0,0
6,PAYMENT,32420.54,C1878583108,85118,52697.46,M1083413945,0,0,0,0
6,PAYMENT,17277.16,C1407721609,15629,0,M1722316058,0,0,0,0
6,PAYMENT,21208.42,C1321368652,40656,19447.58,M304088688,0,0,0,0
6,PAYMENT,16592.88,C6193365,105583,88990.12,M628831585,0,0,0,0
6,TRANSFER,370171.43,C2022055326,88990.12,0,C1477979030,538388.23,9113630.99,0,0
6,PAYMENT,8527.67,C1787266936,35380,26852.33,M514587349,0,0,0,0
6,PAYMENT,17104.6,C1644631132,5515.36,0,M707108719,0,0,0,0
6,CASH_OUT,280481.6,C2093965588,0,0,C1590550415,1.75E+07,1.78E+07,0,0
6,CASH_OUT,122817.49,C1039352074,0,0,C97730845,1.38E+07,1.40E+07,0,0
6,PAYMENT,16549.58,C1728845596,551,0,M1641292405,0,0,0,0
6,PAYMENT,19304.22,C1712597146,15345,0,M1095290435,0,0,0,0
6,TRANSFER,209374.09,C1190892929,0,0,C985934102,1455280.18,2941514.43,0,0
6,PAYMENT,2187.35,C117227681,48606,46418.65,M1097558044,0,0,0,0
6,TRANSFER,611049.17,C1188469924,46418.65,0,C1360767589,4365133.09,5188539.32,0,0
6,PAYMENT,646.63,C1553686114,430,0,M1015178392,0,0,0,0
6,PAYMENT,4062.42,C640929948,125,0,M1425169218,0,0,0,0
6,PAYMENT,3997.02,C1377593328,41645,37647.98,M2098556815,0,0,0,0
6,PAYMENT,6092.79,C1159395201,19532,13439.21,M57973803,0,0,0,0
6,PAYMENT,4126.67,C853956690,13439.21,9312.54,M1691955350,0,0,0,0
6,PAYMENT,16103.22,C1995273587,9930,0,M1373579841,0,0,0,0
6,PAYMENT,686.96,C1367071968,212499.87,211812.91,M2081098713,0,0,0,0
6,CASH_OUT,122377.68,C1632677830,211812.91,89435.23,C1394526584,223900.19,618730.52,0,0
6,PAYMENT,12809.53,C1240796303,799724,786914.47,M1189496205,0,0,0,0
6,PAYMENT,30.06,C1654115147,786914.47,786884.41,M106784320,0,0,0,0
6,TRANSFER,391057.91,C1731036016,627,0,C1335946878,0,582433.46,0,0
6,PAYMENT,327.97,C320043061,224140,223812.03,M1333929103,0,0,0,0
6,TRANSFER,109985.65,C570434649,41851,0,C553264065,0,109985.65,0,0
6,PAYMENT,29478.3,C700253546,26612,0,M568787640,0,0,0,0
6,PAYMENT,7428.41,C2132798551,2265,0,M1553874177,0,0,0,0
6,TRANSFER,32925.72,C499774893,22043,0,C1345063038,38277.84,108597.29,0,0
6,PAYMENT,6147.58,C77780590,0,0,M81788921,0,0,0,0
6,PAYMENT,4347.43,C688176214,0,0,M2075283526,0,0,0,0
6,PAYMENT,8575.5,C1773267192,20845,12269.5,M308998656,0,0,0,0
6,PAYMENT,15185.01,C503319063,21560,6374.99,M2010733041,0,0,0,0
6,PAYMENT,5798.35,C298424794,52103,46304.65,M1425445649,0,0,0,0
6,PAYMENT,23855.7,C1253600042,171,0,M2006168925,0,0,0,0
6,CASH_OUT,66999.61,C717874492,74776,7776.39,C1440325059,5505,72504.61,0,0
6,DEBIT,3525.54,C1254589807,24708,21182.46,C1330106945,8617.02,12142.56,0,0
6,PAYMENT,12869.36,C1127171622,10958,0,M696007235,0,0,0,0
6,PAYMENT,21864.82,C1283050069,5049,0,M979620424,0,0,0,0
6,PAYMENT,8227.9,C63221076,0,0,M1260527949,0,0,0,0
6,PAYMENT,9614.11,C1233871134,0,0,M1843272693,0,0,0,0
6,PAYMENT,18897.18,C1263973655,198244,179346.82,M287628665,0,0,0,0
6,PAYMENT,13297,C53857746,179346.82,166049.82,M514420722,0,0,0,0
6,TRANSFER,53627.09,C1621729085,289,0,C490766432,0,53627.09,0,0
6,PAYMENT,16123.97,C1464949060,4907,0,M2049393953,0,0,0,0
6,PAYMENT,1916.28,C799306600,33036,31119.72,M56115670,0,0,0,0
6,PAYMENT,11393.18,C1587454848,31119.72,19726.54,M508619583,0,0,0,0
6,PAYMENT,13051.13,C316929198,118256,105204.87,M1400132053,0,0,0,0
6,PAYMENT,27497.16,C2019388056,20867,0,M1632468927,0,0,0,0
6,PAYMENT,938.1,C1812378044,516345,515406.9,M495828752,0,0,0,0
6,PAYMENT,7918.8,C236396435,3116,0,M78461289,0,0,0,0
6,PAYMENT,6921.69,C1568666385,57864,50942.31,M763011729,0,0,0,0
6,PAYMENT,8466.11,C463985450,51260.63,42794.52,M1982652230,0,0,0,0
6,CASH_OUT,129835.8,C1424575977,42794.52,0,C214774813,1.55E+07,1.59E+07,0,0
6,CASH_OUT,37547.1,C754910159,0,0,C803116137,1.46E+07,1.55E+07,0,0
6,PAYMENT,28925.25,C153416689,32330,3404.75,M434297724,0,0,0,0
6,PAYMENT,12889.32,C125455276,152109,139219.68,M1397735927,0,0,0,0
6,PAYMENT,4192.58,C2103053076,5989,1796.42,M1928075000,0,0,0,0
6,TRANSFER,4792.35,C664671266,5088,295.65,C18928637,0,4792.35,0,0
6,PAYMENT,20036.57,C183707999,13279,0,M668762558,0,0,0,0
6,TRANSFER,3849.48,C898959467,99474,95624.52,C1346667529,64017.81,67867.28,0,0
6,PAYMENT,6964.22,C1652372991,312,0,M1901543742,0,0,0,0
6,PAYMENT,20530.57,C843444187,1554,0,M789479336,0,0,0,0
6,TRANSFER,65843.72,C618095995,0,0,C193864812,252567.83,302931.44,0,0
6,TRANSFER,1657667.44,C1866632814,0,0,C1880332929,7852709.43,1.14E+07,0,0
6,PAYMENT,21693.79,C1927585642,30471,8777.21,M776691105,0,0,0,0
6,CASH_IN,284459.99,C824711598,15790,300249.99,C361843637,50017,0,0,0
6,CASH_IN,305475.51,C1256374299,99105,404580.51,C33524623,431707.61,126232.09,0,0
6,PAYMENT,18256.2,C480975330,2778,0,M1752820099,0,0,0,0
6,CASH_IN,219369.77,C426600523,0,219369.77,C766681183,1.35E+07,1.34E+07,0,0
6,CASH_IN,257380.58,C1171489125,219369.77,476750.34,C1303868418,3872388.59,3284714.1,0,0
6,DEBIT,1135.09,C32764980,9051,7915.91,C499052031,5656,6791.09,0,0
6,PAYMENT,8603.1,C643899512,9147,543.9,M1421622223,0,0,0,0
6,PAYMENT,501.27,C222122132,214,0,M326190931,0,0,0,0
6,PAYMENT,6804.77,C1010620325,8586,1781.23,M158065070,0,0,0,0
6,PAYMENT,1059.81,C1857403367,1781.23,721.42,M2011639997,0,0,0,0
6,PAYMENT,4283.98,C758927387,101416,97132.02,M2072818307,0,0,0,0
6,PAYMENT,230.13,C951404180,49949,49718.87,M1981414375,0,0,0,0
6,PAYMENT,17482.76,C971690423,46343,28860.24,M669807779,0,0,0,0
6,PAYMENT,10665.1,C905905964,13112,2446.9,M201327799,0,0,0,0
6,PAYMENT,25627.15,C1669860329,420541.41,394914.25,M654651991,0,0,0,0
6,PAYMENT,9957.91,C1779341308,394914.25,384956.34,M1713836982,0,0,0,0
6,PAYMENT,13527.67,C1163107288,423417,409889.33,M1271565999,0,0,0,0
6,PAYMENT,15734,C1441087837,10160,0,M193020660,0,0,0,0
6,PAYMENT,20910.03,C1389729031,267,0,M1299564036,0,0,0,0
6,PAYMENT,8794.79,C845519198,10792,1997.21,M871557892,0,0,0,0
6,PAYMENT,13472.81,C1307655632,1997.21,0,M785880972,0,0,0,0
6,PAYMENT,9381.55,C812012641,0,0,M342373282,0,0,0,0
6,PAYMENT,8793.16,C1353941826,836517,827723.84,M1112151343,0,0,0,0
6,PAYMENT,1217.22,C1083020379,52711,51493.78,M363682507,0,0,0,0
6,PAYMENT,125.6,C1506304687,146583,146457.4,M1270478804,0,0,0,0
6,PAYMENT,13604,C1731894708,981,0,M406780058,0,0,0,0
6,PAYMENT,9899.27,C41495592,53869,43969.73,M117079268,0,0,0,0
6,PAYMENT,22206.33,C891193010,2280,0,M1519076003,0,0,0,0
6,PAYMENT,30807.35,C290991542,21714,0,M1141927461,0,0,0,0
6,PAYMENT,12738.66,C91904771,0,0,M90480469,0,0,0,0
6,PAYMENT,8349.68,C1434527698,15004,6654.32,M304548353,0,0,0,0
6,PAYMENT,2156.86,C1163065605,6654.32,4497.46,M1684887757,0,0,0,0
6,DEBIT,1322.22,C948849701,0,0,C453211571,5468321.58,5950433.65,0,0
6,TRANSFER,587264.44,C307441207,0,0,C1477979030,908559.66,9113630.99,0,0
6,PAYMENT,624.02,C1075537833,3853,3228.98,M1312744535,0,0,0,0
6,PAYMENT,1747.13,C68904657,3228.98,1481.85,M263373555,0,0,0,0
6,PAYMENT,21795.98,C344967811,378,0,M757762073,0,0,0,0
6,PAYMENT,11329.53,C1918393987,11351,21.47,M1801764705,0,0,0,0
6,TRANSFER,21437.62,C30784348,55634,34196.38,C638590716,27776.24,49213.86,0,0
6,TRANSFER,128294.6,C2017890623,100228,0,C1112414583,15453.44,143748.04,0,0
6,PAYMENT,2916.14,C1222272242,15857,12940.86,M101406015,0,0,0,0
6,PAYMENT,16461.41,C715657721,12360,0,M1722528506,0,0,0,0
6,PAYMENT,6682.06,C2102241065,837,0,M557037330,0,0,0,0
6,PAYMENT,13898.22,C1266568468,200547,186648.78,M1895373539,0,0,0,0
6,PAYMENT,2002.96,C1612554042,186648.78,184645.82,M1546272524,0,0,0,0
6,PAYMENT,3707.39,C1703272304,184645.82,180938.43,M1569980193,0,0,0,0
6,TRANSFER,106174.75,C1375428582,10563,0,C1058634310,25053.73,131228.48,0,0
6,PAYMENT,5735.28,C1554303114,450387,444651.72,M395436593,0,0,0,0
6,TRANSFER,259992.93,C1429830933,42630,0,C403147759,0,425769.98,0,0
6,PAYMENT,1399.52,C1580600379,5041,3641.48,M615280623,0,0,0,0
6,TRANSFER,694967.26,C1018466593,3641.48,0,C1013700132,1266428.89,1391946.72,0,0
6,PAYMENT,7682.09,C578523767,240,0,M1279399383,0,0,0,0
6,PAYMENT,2188,C190240935,10314,8126,M334720373,0,0,0,0
6,PAYMENT,20192.75,C1843768662,11250,0,M827715984,0,0,0,0
6,PAYMENT,2654.07,C217814269,6156,3501.93,M82565330,0,0,0,0
6,PAYMENT,25708.21,C1151617540,43,0,M1516501617,0,0,0,0
6,PAYMENT,3175.28,C175096252,5026,1850.72,M1343796587,0,0,0,0
6,PAYMENT,11136.27,C906637574,49627,38490.73,M1937765828,0,0,0,0
6,DEBIT,1162.19,C132753462,20845,19682.81,C985934102,1664654.27,2941514.43,0,0
6,PAYMENT,24105.64,C307230285,6072,0,M1974105859,0,0,0,0
6,PAYMENT,8618.23,C2037874087,15921,7302.77,M865452711,0,0,0,0
